Id,SalePrice
1461,115768.850957
1462,148728.785779
1463,174536.799618
1464,194109.530583
1465,192511.699279
1466,170589.158531
1467,179735.551527
1468,163233.012807
1469,190973.004761
1470,120168.059592
1471,186278.174718
1472,98887.2652146
1473,96073.3114269
1474,148708.137259
1475,118787.329726
1476,354905.112735
1477,244380.913184
1478,284141.222724
1479,290021.775349
1480,478751.075048
1481,329943.321404
1482,209339.249918
1483,166051.617472
1484,165931.596436
1485,190317.648971
1486,190069.990893
1487,339708.551499
1488,231833.424948
1489,187226.924174
1490,220071.544005
1491,192396.252465
1492,90825.448892
1493,190369.335353
1494,298210.170524
1495,287323.898876
1496,233992.069367
1497,176062.342541
1498,169891.502206
1499,162257.563161
1500,149746.129593
1501,172890.785485
1502,152579.772747
1503,281844.257542
1504,247625.272012
1505,225864.684646
1506,189241.408039
1507,246795.090677
1508,197656.837802
1509,162344.176521
1510,143974.813706
1511,148854.274434
1512,169917.600062
1513,146699.927351
1514,153037.779423
1515,193188.261584
1516,153953.636789
1517,163945.249934
1518,130294.964859
1519,204801.104118
1520,126691.375913
1521,126130.829149
1522,175800.382236
1523,109283.100452
1524,119376.749774
1525,120032.86603
1526,111327.919527
1527,107087.04039
1528,136421.672438
1529,148094.148096
1530,198130.796819
1531,110210.389612
1532,100978.590627
1533,141106.094928
1534,125157.714999
1535,138202.262319
1536,106203.165748
1537,65377.52337
1538,145702.436856
1539,187382.288915
1540,87011.2680845
1541,134456.617082
1542,131067.996462
1543,185569.2813
1544,85076.1685902
1545,112538.431275
1546,134582.497217
1547,125843.810172
1548,133209.057895
1549,119212.872346
1550,133503.322559
1551,109354.0909
1552,140944.937519
1553,142583.491482
1554,120860.592128
1555,150618.11147
1556,87011.1741725
1557,99993.7690182
1558,98233.5404072
1559,65038.5952659
1560,132286.798251
1561,122431.399047
1562,131817.617542
1563,118801.303309
1564,153015.321929
1565,145228.05472
1566,230473.518546
1567,76833.7479482
1568,232504.401624
1569,124290.525372
1570,137187.870623
1571,115838.099564
1572,137946.499438
1573,224053.403438
1574,115279.677665
1575,222638.11209
1576,241056.724927
1577,181072.45468
1578,145740.283784
1579,140135.49093
1580,196262.962351
1581,152633.19183
1582,129004.641676
1583,298807.272722
1584,219995.857082
1585,138913.913939
1586,79329.7383415
1587,102748.828021
1588,147560.545976
1589,94439.3690977
1590,132919.995644
1591,91615.3551712
1592,111109.141077
1593,135598.303309
1594,131891.303414
1595,106615.664257
1596,224288.184685
1597,188831.744886
1598,219547.40771
1599,175683.578374
1600,165896.160098
1601,70812.329887
1602,112615.440184
1603,76066.5362458
1604,257676.193511
1605,247098.650465
1606,167946.224584
1607,172519.480481
1608,215522.045036
1609,180823.737648
1610,144495.327266
1611,138349.624386
1612,165925.827654
1613,161898.119493
1614,126878.332305
1615,90794.2778489
1616,77685.7647339
1617,95260.8520563
1618,128232.91538
1619,145846.05936
1620,161405.270769
1621,133680.212516
1622,145090.204792
1623,266509.471671
1624,205023.376076
1625,120170.256512
1626,169556.734222
1627,185781.221791
1628,275579.534099
1629,181372.042587
1630,336388.570937
1631,220449.93969
1632,231487.642828
1633,176900.593488
1634,187481.777514
1635,178352.369759
1636,156111.29754
1637,197077.023632
1638,180562.557662
1639,186440.079812
1640,247076.143392
1641,178207.040128
1642,236826.132315
1643,219571.462485
1644,233704.591446
1645,204594.601324
1646,163435.322137
1647,161382.376386
1648,130222.571357
1649,139510.560973
1650,116196.966002
1651,122964.624657
1652,100080.567581
1653,102351.35754
1654,150640.450467
1655,143458.063907
1656,142078.13796
1657,151857.292989
1658,148267.620475
1659,127993.150711
1660,153336.337713
1661,407459.811877
1662,398704.842683
1663,363505.534905
1664,412858.323208
1665,292120.486018
1666,315958.470791
1667,359431.289158
1668,332623.531969
1669,302423.499251
1670,339404.431674
1671,252284.660591
1672,424524.118316
1673,296431.307011
1674,240461.16905
1675,183990.80178
1676,182793.448128
1677,209259.834008
1678,437512.147033
1679,380606.197545
1680,311876.278006
1681,241176.388821
1682,314951.226634
1683,185827.533481
1684,176094.35043
1685,172586.477177
1686,171276.060954
1687,171607.90207
1688,187431.585843
1689,196338.218337
1690,201393.968328
1691,189479.351807
1692,268737.986348
1693,169125.988124
1694,186476.686104
1695,172668.469086
1696,277592.862204
1697,177678.298584
1698,349478.148112
1699,310708.247981
1700,246650.906274
1701,268237.50024
1702,231180.931701
1703,240555.56324
1704,269926.995859
1705,236953.056822
1706,370256.199204
1707,205706.128244
1708,195612.807649
1709,266550.599555
1710,215816.953271
1711,266705.136464
1712,252807.958703
1713,266439.127371
1714,218138.283569
1715,206966.004252
1716,177975.640436
1717,180075.995977
1718,134477.265622
1719,202681.543951
1720,237378.752261
1721,163311.971214
1722,122565.657404
1723,150508.905884
1724,199959.765959
1725,241122.23098
1726,182276.847616
1727,148108.795776
1728,178748.668569
1729,165904.688598
1730,160144.634493
1731,122065.388629
1732,128030.013897
1733,111969.367831
1734,119109.067582
1735,130773.90684
1736,112089.716247
1737,306812.323476
1738,236086.256453
1739,254937.980902
1740,200912.025439
1741,180711.958121
1742,170520.181079
1743,180936.223331
1744,310132.356542
1745,207526.202506
1746,187789.374757
1747,209699.369059
1748,223970.917841
1749,142915.361795
1750,121748.449239
1751,247127.832271
1752,118659.951723
1753,146975.754614
1754,200442.811194
1755,157436.274285
1756,133618.587135
1757,121447.74571
1758,144789.646876
1759,158634.951613
1760,164755.904354
1761,138225.286678
1762,178301.388405
1763,179894.601943
1764,116015.901179
1765,151817.476984
1766,189988.157787
1767,217530.319335
1768,140326.307519
1769,174972.609585
1770,154682.722649
1771,121914.956765
1772,128727.513252
1773,128491.088105
1774,137937.745801
1775,145512.417791
1776,127719.227409
1777,111494.341525
1778,138574.910146
1779,122245.895356
1780,178148.675099
1781,125157.714042
1782,91394.6714209
1783,142419.072663
1784,105261.355053
1785,121767.281381
1786,152671.840952
1787,163547.835147
1788,62145.380903
1789,100893.29638
1790,82042.3339391
1791,189036.781733
1792,153574.471392
1793,131437.90559
1794,155327.325649
1795,130051.119861
1796,129311.649951
1797,112934.798861
1798,123052.418181
1799,112812.016419
1800,128160.528347
1801,121175.005371
1802,138623.255536
1803,148137.780285
1804,137365.838333
1805,139672.014522
1806,123892.264631
1807,136219.122001
1808,121956.077311
1809,116669.577049
1810,138836.918407
1811,85476.5331467
1812,92489.0191448
1813,120547.915765
1814,98427.8630634
1815,58615.1388567
1816,97867.7990027
1817,100930.287993
1818,133379.673363
1819,128954.519027
1820,55659.8425065
1821,114688.3985
1822,154009.880126
1823,45388.1109342
1824,127410.093518
1825,135178.224183
1826,101401.27914
1827,101071.332657
1828,131451.375578
1829,124832.395731
1830,136913.955284
1831,146145.591025
1832,77556.9199868
1833,139666.568558
1834,117620.207504
1835,117356.879143
1836,119966.904554
1837,85343.0404978
1838,119517.647934
1839,103871.678324
1840,142750.906114
1841,129531.323067
1842,91099.8558182
1843,125616.465611
1844,142904.992467
1845,142542.065665
1846,153725.378498
1847,159181.854392
1848,57387.4271115
1849,110721.094464
1850,116271.972162
1851,145336.769115
1852,128471.144461
1853,122233.092833
1854,162823.512709
1855,142854.713988
1856,229163.469347
1857,143473.11434
1858,139205.711905
1859,125298.372771
1860,142649.686046
1861,126712.561525
1862,358684.09377
1863,339805.92042
1864,339817.731843
1865,323785.888531
1866,320280.705427
1867,228364.471962
1868,274219.390625
1869,199388.594367
1870,221645.522453
1871,254627.398122
1872,169649.248559
1873,236413.237054
1874,149556.537706
1875,191442.588949
1876,196622.24587
1877,203096.129917
1878,205167.668435
1879,125105.204598
1880,134593.497906
1881,235807.806534
1882,242227.152138
1883,183940.627997
1884,197612.404523
1885,232818.919712
1886,283720.738876
1887,209726.291631
1888,266943.212453
1889,159060.170472
1890,111565.899891
1891,126000.010851
1892,98086.032689
1893,121227.790674
1894,120974.597134
1895,129562.209451
1896,124004.369851
1897,114374.154098
1898,111762.306008
1899,163072.791481
1900,158297.148625
1901,169726.16213
1902,145227.028807
1903,227709.825846
1904,145192.570675
1905,198404.43676
1906,151056.745985
1907,193959.606102
1908,114227.743485
1909,139897.372708
1910,122794.082069
1911,218566.344855
1912,317091.833529
1913,142510.243002
1914,60581.8559258
1915,286074.981313
1916,69024.1705463
1917,248381.365338
1918,142122.341834
1919,168680.145849
1920,147464.361818
1921,370126.775841
1922,302669.008503
1923,226096.505383
1924,224862.434061
1925,193961.246048
1926,351413.267993
1927,130099.754925
1928,155736.631397
1929,120584.321488
1930,130495.33726
1931,138159.408266
1932,134900.704981
1933,185039.770556
1934,179374.137116
1935,168107.314736
1936,186989.272116
1937,181639.752878
1938,165240.607956
1939,239836.231859
1940,189689.640713
1941,169945.615607
1942,178481.720868
1943,213773.588419
1944,364206.744805
1945,379628.963823
1946,128171.476142
1947,277219.330188
1948,170334.977692
1949,237887.26462
1950,187074.516269
1951,238826.832585
1952,204757.504346
1953,165414.651284
1954,180245.431061
1955,132946.004799
1956,310519.854873
1957,150027.514663
1958,307470.541027
1959,141624.478564
1960,112469.802562
1961,125072.956167
1962,97524.1113642
1963,104490.88213
1964,105890.371567
1965,146263.357694
1966,141272.099949
1967,277860.247411
1968,416583.309511
1969,366409.398363
1970,410711.167251
1971,461238.425406
1972,365426.921651
1973,268055.014014
1974,336960.189913
1975,427968.457067
1976,275094.073095
1977,352911.5887
1978,348475.642395
1979,314501.919367
1980,190794.392129
1981,321334.189406
1982,217278.111046
1983,205688.329151
1984,168821.243246
1985,226148.60317
1986,208193.812454
1987,182506.725175
1988,175265.609461
1989,189242.311184
1990,207316.517257
1991,222744.897301
1992,211234.719203
1993,169968.046226
1994,227127.368152
1995,183516.53304
1996,247120.684536
1997,306972.350977
1998,297066.77173
1999,273848.872433
2000,319530.617565
2001,270784.376401
2002,236645.334475
2003,251949.127284
2004,275276.925539
2005,218738.463096
2006,217653.381381
2007,245837.496471
2008,207139.774836
2009,194600.628859
2010,194999.660699
2011,138288.635989
2012,173599.331077
2013,175587.265335
2014,180468.533461
2015,205654.940651
2016,188597.259699
2017,191467.281234
2018,122281.197118
2019,133589.358097
2020,99814.9888656
2021,105678.982299
2022,176686.240296
2023,136079.232246
2024,262698.149356
2025,361812.390457
2026,177460.388221
2027,156922.696647
2028,149829.965382
2029,167647.218856
2030,265735.955715
2031,233261.303924
2032,252086.707384
2033,257093.909556
2034,174591.095057
2035,218987.615869
2036,200616.962825
2037,209359.51473
2038,314637.583459
2039,227013.669217
2040,279641.796585
2041,288078.072523
2042,206657.542987
2043,173857.300686
2044,177722.242695
2045,212075.456634
2046,146014.276881
2047,138882.797933
2048,143416.948017
2049,139829.997089
2050,174207.603626
2051,111578.710127
2052,127015.055295
2053,147406.326196
2054,89025.9082892
2055,150692.176502
2056,146202.842884
2057,110922.805652
2058,211310.647534
2059,130753.533498
2060,167888.488462
2061,173377.296922
2062,127222.472659
2063,117852.86918
2064,134848.640243
2065,116328.77716
2066,157738.21284
2067,116815.698751
2068,145015.861009
2069,84106.2231463
2070,116652.908491
2071,98826.7056782
2072,135487.06881
2073,133624.021696
2074,183731.559116
2075,146293.888937
2076,121906.84533
2077,151031.083099
2078,123992.282922
2079,132212.109324
2080,119848.642935
2081,127620.097187
2082,117504.197151
2083,146072.01689
2084,113976.059351
2085,114264.978307
2086,108524.222613
2087,119635.717051
2088,95467.9530347
2089,81440.1195068
2090,126923.144456
2091,104688.743983
2092,118671.546189
2093,108180.135653
2094,111723.201254
2095,141967.836893
2096,84944.2082896
2097,95859.953422
2098,143695.302788
2099,58112.7440446
2100,71888.5885078
2101,110563.456469
2102,123077.536968
2103,105866.397741
2104,134332.689012
2105,122549.499814
2106,64585.4872862
2107,193216.316608
2108,113142.122775
2109,105970.972689
2110,120220.758857
2111,132521.397882
2112,133935.2674
2113,115824.955302
2114,115857.562479
2115,156037.046909
2116,120766.091071
2117,143923.4526
2118,122200.492435
2119,109013.013059
2120,114340.9012
2121,99383.5522602
2122,111004.951965
2123,90950.6242009
2124,161367.60809
2125,123954.381859
2126,144605.191595
2127,165167.101281
2128,124324.350764
2129,95716.8065731
2130,127352.153544
2131,144440.585279
2132,110421.515168
2133,121917.149102
2134,122507.512458
2135,98814.0706192
2136,70886.1817464
2137,104682.180371
2138,124865.335875
2139,150840.544245
2140,138915.129534
2141,161958.910422
2142,122853.497486
2143,146288.691842
2144,119458.290883
2145,138191.153793
2146,166685.230526
2147,131976.594647
2148,135732.02861
2149,145249.0436
2150,229640.303176
2151,122244.343784
2152,166085.776792
2153,168713.679414
2154,99614.0867336
2155,136567.043082
2156,256860.787828
2157,228319.542687
2158,236473.762972
2159,211492.372998
2160,175667.127506
2161,235342.295201
2162,359009.726895
2163,319981.708399
2164,255228.900569
2165,200582.18433
2166,156502.350323
2167,217798.822139
2168,185862.043051
2169,192572.850985
2170,211357.730029
2171,154974.514546
2172,131553.709339
2173,175540.418499
2174,221614.939154
2175,302075.089155
2176,307387.424176
2177,239962.104044
2178,209430.078855
2179,137749.60889
2180,206130.536908
2181,189746.855684
2182,214556.596572
2183,184828.267795
2184,116978.932709
2185,120773.820308
2186,145335.208569
2187,155984.344667
2188,155011.357575
2189,265410.559179
2190,82778.9845487
2191,80227.375401
2192,86409.221179
2193,107515.537683
2194,103017.639048
2195,100249.384976
2196,97607.5134689
2197,117960.324807
2198,161857.30685
2199,185599.033357
2200,146520.382689
2201,146363.803411
2202,210449.077049
2203,139037.413558
2204,174382.649562
2205,114559.636264
2206,140034.848742
2207,222428.346349
2208,264314.196541
2209,233815.872361
2210,124277.772216
2211,120950.721415
2212,119471.387954
2213,102285.770159
2214,127735.102432
2215,100804.793486
2216,140579.733911
2217,71528.8276992
2218,69408.5115941
2219,71812.2367262
2220,61561.5863257
2221,286553.439716
2222,265053.522606
2223,278144.805202
2224,211219.061524
2225,124832.405274
2226,178708.043067
2227,199675.535553
2228,258527.384401
2229,240299.160135
2230,147349.138871
2231,205006.875196
2232,179310.57013
2233,170233.877626
2234,240173.87049
2235,210664.556658
2236,246369.299586
2237,306183.300926
2238,201471.029166
2239,103545.941677
2240,152983.188483
2241,148654.073127
2242,121162.726934
2243,127319.033075
2244,102790.59574
2245,102988.031554
2246,137254.711777
2247,115833.268634
2248,127244.222759
2249,122816.844247
2250,132278.357619
2251,105654.687127
2252,175414.00192
2253,155581.394032
2254,179241.652372
2255,182524.186062
2256,177360.949186
2257,211814.622951
2258,164165.32436
2259,177568.544025
2260,156764.357573
2261,197436.141358
2262,207912.146499
2263,366427.55347
2264,455819.404881
2265,157805.889362
2266,294880.849339
2267,337529.302129
2268,400507.757118
2269,151856.739
2270,195805.115851
2271,212063.78441
2272,192190.231556
2273,160148.81142
2274,175920.816744
2275,150433.576889
2276,189500.754707
2277,179824.444936
2278,146525.981859
2279,127833.764735
2280,113585.848268
2281,163091.096185
2282,177568.480004
2283,106788.64165
2284,111502.331895
2285,140738.825569
2286,122794.555635
2287,354469.737673
2288,263076.870906
2289,354316.843786
2290,432534.638277
2291,329655.898288
2292,417119.165177
2293,445101.382235
2294,406661.882856
2295,457332.278851
2296,260106.376878
2297,325519.931788
2298,325069.832488
2299,368000.600406
2300,334152.481208
2301,304271.305954
2302,240878.375431
2303,243634.356188
2304,242812.244637
2305,184291.361381
2306,179297.028978
2307,191578.337227
2308,224826.507385
2309,271062.64952
2310,211239.246422
2311,201411.648038
2312,169065.308978
2313,167939.845016
2314,164268.114035
2315,177611.268748
2316,191379.370964
2317,179929.219931
2318,173032.142439
2319,179253.095852
2320,183514.029265
2321,241549.120287
2322,181312.656634
2323,189527.79044
2324,184567.437384
2325,207575.798002
2326,176573.23704
2327,202922.337615
2328,219862.282107
2329,191406.57528
2330,182328.684336
2331,334164.239863
2332,402403.084405
2333,323490.282967
2334,250842.774182
2335,280347.802836
2336,304381.080162
2337,187595.410378
2338,254353.223272
2339,217179.368942
2340,359834.396725
2341,211065.965355
2342,231519.412689
2343,226056.817969
2344,209934.409975
2345,229998.622656
2346,208860.496514
2347,190434.221499
2348,233285.997455
2349,174663.839513
2350,296141.994481
2351,238951.103227
2352,242970.027041
2353,240913.748498
2354,135127.51971
2355,143098.717585
2356,147754.087121
2357,185725.862589
2358,189153.381757
2359,131741.043731
2360,116870.171628
2361,144619.582553
2362,254432.642864
2363,137869.998706
2364,159606.920832
2365,218279.545537
2366,195483.629602
2367,220422.3353
2368,208511.258074
2369,211218.607911
2370,171239.497326
2371,160915.029874
2372,184863.5742
2373,276048.781307
2374,310569.381035
2375,249231.516026
2376,274194.30711
2377,315168.626302
2378,149829.158372
2379,194241.234601
2380,144379.549492
2381,164669.850513
2382,214312.15256
2383,201962.727447
2384,242504.963778
2385,165693.543517
2386,131824.474212
2387,132611.307517
2388,101139.508009
2389,120742.888573
2390,150461.52436
2391,145105.222226
2392,114349.137108
2393,174830.799243
2394,143385.123285
2395,210320.068014
2396,140611.098516
2397,215910.205301
2398,133806.758995
2399,65058.4449351
2400,66649.2381545
2401,122621.813678
2402,135168.219202
2403,145244.634018
2404,147734.037241
2405,157252.81703
